geography_record_id,coordinate_record_id,location_record_id,objective_id,location_name,location_category,source_content,coordinate_worldspace,coordinate_status,distance_scope,route_cluster,route_corridor,nearest_corridor_hub,nearest_corridor_hub_type,nearest_corridor_hub_distance,nearest_major_carriage_origin,nearest_major_carriage_origin_distance,nearest_ferry_terminal,nearest_ferry_terminal_distance,nearest_inn_or_rest,nearest_inn_or_rest_type,nearest_inn_or_rest_distance,nearest_candidate_base,nearest_candidate_base_type,nearest_candidate_base_distance,worldspace_access_model,transport_access_flags,cold_risk,barrier_flags,geography_confidence,citations,notes
GEOG-000179,COORD-000179,LOC-000177,OBJ-002134,Ruins of Bthalft,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,25274,Riften Stables,85800,Windhelm ferry,131506,Vilemyr Inn,inn,25274,Shadowfoot Sanctum,ae_home,83450,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000180,COORD-000180,LOC-000178,OBJ-002135,Ruins of Rkund,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,34419,Riften Stables,39174,Windhelm ferry,162214,The Bee and Barb,inn,34419,Shadowfoot Sanctum,ae_home,32125,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,high_elevation_or_mountain,high_elevation_or_mountain,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000181,COORD-000181,LOC-000179,OBJ-002136,Saarthal,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,20447,Windhelm Stables,79016,Dawnstar ferry,62851,The Frozen Hearth,inn,20447,Bloodchill Manor,ae_home,38564,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000182,COORD-000182,LOC-000180,OBJ-002137,Saering's Watch,clearable_location,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,skaal_north,Skaal Village,village,33280,,,Raven Rock ferry,50350,The Retching Netch,inn,50350,Severin Manor,dragonborn_home,50350,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_regional | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000183,COORD-000183,LOC-000181,OBJ-002138,Secunda's Kiss,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,riverwood_helgen_road,Riverwood,village,30061,Whiterun Stables,27532,Dawnstar ferry,138396,Sleeping Giant Inn,inn,30061,Breezehome,city_home,30814,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000184,COORD-000184,LOC-000182,OBJ-002139,Serpent's Bluff Redoubt,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,old_hroldan_reach_road,Old Hroldan Inn,road_inn,16511,Markarth Stables,75388,Solitude ferry,114994,Old Hroldan Inn,inn,16511,Goldenhills Plantation,ae_farm_home,24430,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000185,COORD-000185,LOC-000183,OBJ-002140,Shadowgreen Cavern,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,solitude_haafingar,Solitude,major_city,22135,Solitude carriage origin,22135,Solitude ferry,22135,The Winking Skeever,inn,22135,Proudspire Manor,city_home,22135,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000186,COORD-000186,LOC-000184,OBJ-002141,Shalidor's Maze,secondary_marker,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,33025,Whiterun Stables,63422,Dawnstar ferry,78933,Moorside Inn,inn,33025,Myrwatch,ae_home,21127,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000187,COORD-000187,LOC-000185,OBJ-002142,Shearpoint,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,26812,Whiterun Stables,59651,Windhelm ferry,67219,Nightgate Inn,inn,26812,Tundra Homestead,ae_home,35912,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000188,COORD-000188,LOC-000186,OBJ-002143,Shimmermist Cave,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,32936,Whiterun Stables,36039,Windhelm ferry,91039,The Bannered Mare,inn,32936,Tundra Homestead,ae_home,13075,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000189,COORD-000189,LOC-000187,OBJ-002144,Shriekwind Bastion,clearable_location,base_game,Skyrim,multi_marker,multi_marker_choose_candidate,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,10879,Whiterun Stables,79886,Solitude ferry,183960,Dead Man's Drink,inn,10879,Lakeview Manor,hearthfire_homestead,19590,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,choose_route_entrance,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Multiple coordinate rows exist for this location; choose the entrance that matches the planned route leg."
GEOG-000190,COORD-000190,LOC-000187,OBJ-002144,Shriekwind Bastion,clearable_location,base_game,Skyrim,multi_marker,multi_marker_choose_candidate,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,9660,Whiterun Stables,80310,Solitude ferry,186344,Dead Man's Drink,inn,9660,Lakeview Manor,hearthfire_homestead,18380,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,choose_route_entrance,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Multiple coordinate rows exist for this location; choose the entrance that matches the planned route leg."
GEOG-000191,COORD-000191,LOC-000187,OBJ-002144,Shriekwind Bastion,clearable_location,base_game,Skyrim,multi_marker,multi_marker_choose_candidate,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,14162,Whiterun Stables,76942,Solitude ferry,180906,Dead Man's Drink,inn,14162,Lakeview Manor,hearthfire_homestead,18250,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,choose_route_entrance,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Multiple coordinate rows exist for this location; choose the entrance that matches the planned route leg."
GEOG-000192,COORD-000192,LOC-000188,OBJ-002145,Shroud Hearth Barrow,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,3654,Whiterun Stables,80063,Windhelm ferry,112586,Vilemyr Inn,inn,3654,Tundra Homestead,ae_home,74029,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000193,COORD-000193,LOC-000189,OBJ-002146,Shrouded Grove,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,15184,Whiterun Stables,67352,Dawnstar ferry,69072,Nightgate Inn,inn,15184,Bloodchill Manor,ae_home,23856,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000194,COORD-000194,LOC-000190,OBJ-002147,Sightless Pit,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,25873,Windhelm Stables,63683,Windhelm ferry,55550,The Frozen Hearth,inn,25873,Bloodchill Manor,ae_home,39067,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,source_listed_cold_interior,source_listed_cold_interior,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000195,COORD-000195,LOC-000191,OBJ-002148,Silent Moons Camp,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,28799,Whiterun Stables,30676,Dawnstar ferry,94493,The Bannered Mare,inn,28799,Breezehome,city_home,28799,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000196,COORD-000196,LOC-000192,OBJ-002149,Silverdrift Lair,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,16420,Whiterun Stables,76184,Dawnstar ferry,59753,Nightgate Inn,inn,16420,Bloodchill Manor,ae_home,13488,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000197,COORD-000197,LOC-000193,OBJ-002150,Skuldafn,clearable_location,base_game,,unmapped_worldspace,not_comparable,manual_validation_required,manual_validation_required,,,,,,,,,,,,,,separate_worldspace_not_comparable,major_carriage_origin_unavailable | ferry_terminal_unavailable | manual_transport_validation,not_comparable,separate_worldspace | not_comparable,none,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. No comparable x/y coordinate is available for automated service distance. Access model: separate_worldspace_not_comparable."
GEOG-000198,COORD-000198,LOC-000194,OBJ-002151,Skyborn Altar,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,38117,Whiterun Stables,63473,Dawnstar ferry,68230,Moorside Inn,inn,38117,Myrwatch,ae_home,23409,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000199,COORD-000199,LOC-000195,OBJ-002152,Skybound Watch Pass,clearable_location,base_game,Skyrim,multi_marker,multi_marker_choose_candidate,central_skyrim,riverwood_helgen_road,Riverwood,village,25264,Whiterun Stables,59430,Windhelm ferry,155465,Sleeping Giant Inn,inn,25264,Lakeview Manor,hearthfire_homestead,30621,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,choose_route_entrance | mountain_or_pass,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Multiple coordinate rows exist for this location; choose the entrance that matches the planned route leg."
GEOG-000200,COORD-000200,LOC-000195,OBJ-002152,Skybound Watch Pass,clearable_location,base_game,Skyrim,multi_marker,multi_marker_choose_candidate,central_skyrim,riverwood_helgen_road,Riverwood,village,18103,Whiterun Stables,50943,Windhelm ferry,140120,Sleeping Giant Inn,inn,18103,Lakeview Manor,hearthfire_homestead,43021,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,choose_route_entrance | mountain_or_pass,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Multiple coordinate rows exist for this location; choose the entrance that matches the planned route leg."
GEOG-000201,COORD-000201,LOC-000196,OBJ-002153,Skytemple Ruins,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,21576,Windhelm Stables,96846,Windhelm ferry,87341,The Frozen Hearth,inn,21576,Bloodchill Manor,ae_home,79262,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000202,COORD-000202,LOC-000197,OBJ-002154,Sleeping Tree Camp,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,rorikstead_western_road,Rorikstead,village,51467,Whiterun Stables,58177,Solitude ferry,125444,Frostfruit Inn,inn,51467,Goldenhills Plantation,ae_farm_home,38748,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000203,COORD-000203,LOC-000198,OBJ-002155,Snapleg Cave,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,40968,Riften Stables,66878,Windhelm ferry,92992,Vilemyr Inn,inn,40968,Gallows Hall,ae_home,66900,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000204,COORD-000204,LOC-000199,OBJ-002156,Snow Veil Sanctum,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,37592,Windhelm Stables,46601,Windhelm ferry,37592,Candlehearth Hall,inn,37592,Hjerim,city_home,37592,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000205,COORD-000205,LOC-000200,OBJ-002157,Snowclad Ruins,clearable_location,dragonborn,Solstheim,exact_marker,same_worldspace_xy,solstheim,thirsk_central,Thirsk Mead Hall,settlement,20039,,,Raven Rock ferry,40095,The Retching Netch,inn,40095,Severin Manor,dragonborn_home,40095,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_regional | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
