source_line,audit_area,audit_status,recommended_action_before_repair,classification,repair_status,record_type,record_id,mapped_objective_id,name,current_location,current_status,exact_missing_fact,inputs_checked
5683,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb038r_delayed_task_closed,objective,OBJ-001773,,Collectible Set: Stones of Barenziah,Collectible Reconciliation,tracking_continued / in_progress_proudspire_gate,"TB-038R connected this delayed/support row to an existing routed action, final reference, branch reload, or later buildout already present in main-guide-v1.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5704,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-002779,,Dragon Hunter Trophy Set,Collectible Reconciliation,counter_checked / in_progress_or_complete_pending_counter_total,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6000,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001399,,"Fishing Mastery, v2",Fishing route-resolution hold,staged_for_fishing_route_resolution / staged_for_fishing_route_resolution,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6001,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001400,,"Fishing Mastery, v3",Fishing route-resolution hold,staged_for_fishing_route_resolution / staged_for_fishing_route_resolution,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6002,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001401,,"Fishing Mastery, v4",Fishing route-resolution hold,staged_for_fishing_route_resolution / staged_for_fishing_route_resolution,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6003,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001402,,"Fishing Mastery, v5",Fishing route-resolution hold,staged_for_fishing_route_resolution / staged_for_fishing_route_resolution,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6004,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001444,,List of Arctic Fish,Fishing route-resolution hold,staged_for_fishing_route_resolution / staged_for_fishing_route_resolution,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6006,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001446,,List of Rainy Weather Fish,Fishing route-resolution hold,staged_for_fishing_route_resolution / staged_for_fishing_route_resolution,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6007,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001447,,List of Rare Fish,Fishing route-resolution hold,staged_for_fishing_route_resolution / staged_for_fishing_route_resolution,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6008,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001448,,List of Underground Fish,Fishing route-resolution hold,staged_for_fishing_route_resolution / staged_for_fishing_route_resolution,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6009,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001487,,Notice: Fishing Contest,Fishing route-resolution hold,staged_for_fishing_route_resolution / staged_for_fishing_route_resolution,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6010,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001545,,Wanted: A Seafood Feast,Fishing route-resolution hold,staged_for_fishing_route_resolution / staged_for_fishing_route_resolution,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6011,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001546,,Wanted: Fishing Tutor,Fishing route-resolution hold,staged_for_fishing_route_resolution / staged_for_fishing_route_resolution,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6023,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb038r_delayed_task_closed,crafting_system,CRAFTSYS-000006,,Baking,"Crafting, Enchanting, Alchemy, and Investments",staged_for_homes_section / staged_for_mr069,"TB-038R connected this delayed/support row to an existing routed action, final reference, branch reload, or later buildout already present in main-guide-v1.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6025,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb038r_delayed_task_closed,crafting_system,CRAFTSYS-000008,,Construction,"Crafting, Enchanting, Alchemy, and Investments",staged_for_homes_section / staged_for_mr069,"TB-038R connected this delayed/support row to an existing routed action, final reference, branch reload, or later buildout already present in main-guide-v1.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6095,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-002639,,Discover Alchemy Effects: Angelfish,"Crafting, Enchanting, Alchemy, and Investments",staged_for_fishing_route_resolution / staged_for_fishing_pass_then_experimenter,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6096,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-002640,,Discover Alchemy Effects: Angler Larvae,"Crafting, Enchanting, Alchemy, and Investments",staged_for_fishing_route_resolution / staged_for_fishing_pass_then_experimenter,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6164,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-002663,,Discover Alchemy Effects: Glassfish,"Crafting, Enchanting, Alchemy, and Investments",staged_for_fishing_route_resolution / staged_for_fishing_pass_then_experimenter,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6170,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-002666,,Discover Alchemy Effects: Goldfish,"Crafting, Enchanting, Alchemy, and Investments",staged_for_fishing_route_resolution / staged_for_fishing_pass_then_experimenter,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6196,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-002676,,Discover Alchemy Effects: Juvenile Mudcrab,"Crafting, Enchanting, Alchemy, and Investments",staged_for_fishing_route_resolution / staged_for_fishing_pass_then_experimenter,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6204,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-002681,,Discover Alchemy Effects: Lyretail Anthias,"Crafting, Enchanting, Alchemy, and Investments",staged_for_fishing_route_resolution / staged_for_fishing_pass_then_experimenter,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6220,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-002687,,Discover Alchemy Effects: Pearlfish,"Crafting, Enchanting, Alchemy, and Investments",staged_for_fishing_route_resolution / staged_for_fishing_pass_then_experimenter,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6226,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-002689,,Discover Alchemy Effects: Pygmy Sunfish,"Crafting, Enchanting, Alchemy, and Investments",staged_for_fishing_route_resolution / staged_for_fishing_pass_then_experimenter,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6253,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-002700,,Discover Alchemy Effects: Spadefish,"Crafting, Enchanting, Alchemy, and Investments",staged_for_fishing_route_resolution / staged_for_fishing_pass_then_experimenter,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6313,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,objective,TB038R-SOURCE-LINE-6313,,Invest in Merchant: Blacksmith CC,"Crafting, Enchanting, Alchemy, and Investments",unknown_ae_investment_staged / staged_for_validation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6314,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,objective,TB038R-SOURCE-LINE-6314,,Invest in Merchant: Caretaker Ineril CC,"Crafting, Enchanting, Alchemy, and Investments",unknown_ae_investment_staged / staged_for_validation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6315,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,objective,TB038R-SOURCE-LINE-6315,,Invest in Merchant: Curate Melita CC,"Crafting, Enchanting, Alchemy, and Investments",unknown_ae_investment_staged / staged_for_validation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6316,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,objective,TB038R-SOURCE-LINE-6316,,Invest in Merchant: Priest Drureth CC,"Crafting, Enchanting, Alchemy, and Investments",unknown_ae_investment_staged / staged_for_validation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6345,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb038r_delayed_task_closed,handoff,TB038R-SOURCE-LINE-6345,,All-Perks Loop handoff,Level 78 and Level 80 Gates,post_level_gate_handoff / ready_for_mr068,"TB-038R connected this delayed/support row to an existing routed action, final reference, branch reload, or later buildout already present in main-guide-v1.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6595,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb038r_delayed_task_closed,branch_state,BR-005,,Master Criminal trophy branch,Master Criminal Trophy Branch,branch_route_completed / reloaded_to_clean_continuity,"TB-038R connected this delayed/support row to an existing routed action, final reference, branch reload, or later buildout already present in main-guide-v1.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
6679,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001209,,Lymdrenn Tenvanni's Journal,First Riften Visit And Guild Doorway,staged_name_match_needs_route_repair / needs_targeted_guide_repair,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
