selection_id,selection_type,source_record_id,objective_id,name,subcategory,route_block,selection_status,selected_source,source_location,source_detail,route_timing,prerequisites_or_inputs,avoid_until,validation_owner,source_note_refs,notes
PROGSEL-000130,spell_tome_source,BOOKLOC-000673,OBJ-000949,Spell Tome: Conjure Daedric Horse,Conjuration,G13,selected_fixed_or_scripted_source,Deadlands,Deadlands,Can be found in: The Deadlands (inside The Punished).,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000131,spell_tome_source,BOOKLOC-000676,OBJ-000950,Spell Tome: Banish Daedra,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Phinis Gestor.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Adept vendor stock generally requires school skill 40 and inventory reset; validate per merchant later.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000132,spell_tome_source,BOOKLOC-000679,OBJ-000951,Spell Tome: Banish Undead,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Phinis Gestor.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000133,spell_tome_source,BOOKLOC-000682,OBJ-000952,Spell Tome: Bound Bow,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Phinis Gestor.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Adept vendor stock generally requires school skill 40 and inventory reset; validate per merchant later.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000134,spell_tome_source,BOOKLOC-000687,OBJ-000953,Spell Tome: Bound Quiver,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Phinis Gestor.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000135,spell_tome_source,BOOKLOC-000688,OBJ-000954,Spell Tome: Conjure Ash Spawn,Conjuration,G12,selected_vendor_source,Tel Mithryn,Tel Mithryn,Purchase from Talvas Fathryon at Tel Mithryn. Source note: Can be purchased from Talvas Fathryon after completing the quest Telvanni Research.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Can be purchased from Talvas Fathryon after completing the quest Telvanni Research | Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000136,spell_tome_source,BOOKLOC-000689,OBJ-000955,Spell Tome: Conjure Dark Seducer Archer,Conjuration,G14,selected_fixed_or_scripted_source,Thoron,Thoron,Carried by Thoron.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000137,spell_tome_source,BOOKLOC-000691,OBJ-000956,Spell Tome: Conjure Dark Seducer Warrior,Conjuration,G14,selected_fixed_or_scripted_source,Thoron,Thoron,Carried by Thoron.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000138,spell_tome_source,BOOKLOC-000695,OBJ-000957,Spell Tome: Conjure Frost Atronach,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Phinis Gestor.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Adept vendor stock generally requires school skill 40 and inventory reset; validate per merchant later.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000139,spell_tome_source,BOOKLOC-000698,OBJ-000958,Spell Tome: Conjure Golden Saint Archer,Conjuration,G14,selected_fixed_or_scripted_source,Thoron,Thoron,Carried by Thoron.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000140,spell_tome_source,BOOKLOC-000700,OBJ-000959,Spell Tome: Conjure Golden Saint Warrior,Conjuration,G14,selected_fixed_or_scripted_source,Thoron,Thoron,Carried by Thoron.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000141,spell_tome_source,BOOKLOC-000702,OBJ-000960,Spell Tome: Conjure Mistman,Conjuration,G13,selected_fixed_or_scripted_source,Soul Cairn,Soul Cairn,"Found in the Soul Cairn next to Jiub's Opus, Page 7.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000142,spell_tome_source,BOOKLOC-000705,OBJ-000961,Spell Tome: Conjure Putrid Zombie,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Phinis Gestor (only after The Rising Dead has been completed).",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,"Can be purchased from: Calcelmo, Falion, Phinis Gestor (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000143,spell_tome_source,BOOKLOC-000707,OBJ-000962,Spell Tome: Conjure Seeker,Conjuration,G12,selected_fixed_or_scripted_source,Apocrypha,Apocrypha,"If your Conjuration skill is 40 or higher, the spell tome may be found in Apocrypha when reading any of the Black Books.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000144,spell_tome_source,BOOKLOC-000709,OBJ-000963,Spell Tome: Conjure Skeleton Champion,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Phinis Gestor.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
